# Units: NA, NA, lat, lon, year, NA, NA, MW, kWh, mmbtu, metric tonne CO2
name,state,lat,lon,commissioning_year,prime_mover,primary_fuel,capacity,generation,fuel_consumption,emissions
A B Brown,IN,37.9053,-87.715,1979,ST,Coal,706,2208855000.0,23288829.022,2376166.57
Flint Creek,AR,36.2561,-94.5241,1978,ST,Coal,558,2942634000.0,28920736.258,3033209.849
Welsh,TX,33.05522,-94.839993,1977,ST,Coal,1674,5935662000.0,61460653.675,6445984.807
Martin Lake,TX,32.2606,-94.5706,1977,ST,Coal,3179,13742504000.0,140046981.894,15246908.835
Monticello,TX,33.0917,-95.0417,1974,ST,Coal,2779,9789947000.0,104799583.342,10991332.019
Rush Island,MO,38.131248,-90.263157,1976,ST,Coal,1242,9300092000.0,85915428.86,9010804.964
New Haven Harbor,CT,41.283997,-72.904323,1975,ST,Gas,640,49734000.0,607666.216,42794.158
Hunter,UT,39.1747,-111.0289,1978,ST,Coal,1577,9271729000.0,88117369.602,9040837.527
Rockport,IN,37.9256,-87.0372,1984,ST,Coal,2600,11598673000.0,108974577.415,11424627.69
Pleasant Prairie,WI,42.5381,-87.9033,1980,ST,Coal,1234,5847434000.0,63566573.761,6664190.325999999
Coronado,AZ,34.5789,-109.2708,1979,ST,Coal,820,4437048000.0,47889759.521,5022681.616
Coleto Creek,TX,28.7128,-97.214167,1980,ST,Coal,622,4092537000.0,41245316.587,4325803.451
Fayette Power Project,TX,29.9172,-96.7506,1979,ST,Coal,1690,12205029000.0,124013504.699,13006531.321
Oak Grove (TX),TX,31.1803,-96.4866,2010,ST,Coal,3394,14413707000.0,135146532.556,14703420.845
J T Deely,TX,29.308056,-98.3228,1977,ST,Coal,932,3810497000.0,45345602.337,4652456.651
San Miguel,TX,28.7044,-98.4775,1982,ST,Coal,410,2869865000.0,35088368.686,3820073.84
Brame Energy Center,LA,31.395,-92.716667,1975,ST,Oil,1706,6381720000.0,65652123.141,6725017.631999999
Harrington,TX,35.29816,-101.747187,1976,ST,Coal,1080,4994729000.0,49267892.619,5152298.947
Tolk,TX,34.186494,-102.56999,1982,ST,Coal,1134,5454409000.0,51479833.826,5394856.364
John Twitty Energy Center,MO,37.151706,-93.38804,1976,ST,Coal,603,2190430000.0,21441904.595,2206847.329
Laramie River Station,WY,42.108889,-104.8825,1981,ST,Coal,1710,11018021000.0,117748555.421,12349460.81
Merom,IN,39.0694,-87.5108,1982,ST,Coal,1080,5285455000.0,51934916.186,5328519.659
Empire Energy Center,MO,37.1385,-94.1041,1978,GT,Gas,378,237344000.0,2849365.421,169531.966
Dansby,TX,30.7217,-96.4608,1978,ST,Gas,203,121067000.0,1473904.826,87596.332
Pawnee,CO,40.2217,-103.6803,1981,ST,Coal,552,3808005000.0,41750336.977,4375178.356
Winyah,SC,33.33184,-79.357236,1975,ST,Coal,1260,1429477000.0,14422808.059,1479776.356
Mayo,NC,36.5278,-78.8917,1983,ST,Coal,763,0.0,16665574.64,1707255.457
Germantown,WI,43.1952,-88.1496,1978,GT,Oil,334,16416000.0,352331.957,23947.738
Ottumwa,IA,41.0961,-92.555833,1981,ST,Coal,725,4316636000.0,46443384.495,4870335.076
Scherer,GA,33.0606,-83.8075,1982,ST,Coal,3564,15815900000.0,160237197.425,16805674.4
Wilson,GA,33.137711,-81.748294,1972,GT,Oil,320,3691000.0,53237.3,0.0
Mountaineer,WV,38.9794,-81.9344,1980,ST,Coal,1300,7719626000.0,72169175.699,7389620.785
Hutchinson Plant #2,MN,44.888881,-94.349348,1977,CT,Gas,115,21398000.0,213341.70400000003,12677.582
Rokeby,NE,40.7316,-96.7364,1975,GT,Gas,264,20045000.0,285501.123,6320.553
Ames GT,IA,42.0272,-93.5828,1972,GT,Oil,78,1520000.0,14630.1,1184.9
Antelope Valley,ND,47.370542,-101.83566,1984,ST,Coal,868,6680598000.0,67861637.54100001,7388094.768999999
Intermountain Power Project,UT,39.509731,-112.58018,1986,ST,Coal,1640,9025533000.0,81706031.8,8383032.975
Stock Island,FL,24.563333,-81.7342,1965,GT,Oil,129,822000.0,6910.677,560.854
A L Pierce,CT,41.44823,-72.834884,1953,GT,Gas,105,5127000.0,40901.537,2575.769
R D Green,KY,37.6461,-87.5,1979,ST,Coal,586,2724915000.0,27861520.525,2858590.025
Independence Steam Electric Station,AR,35.678442,-91.408761,1983,ST,Coal,1800,8009173000.0,76191684.506,7989772.100000001
Sandow No 4,TX,30.565871,-97.064032,1981,ST,Coal,590,4465161000.0,44413420.164,4835291.512
Mexico,MO,39.1481,-91.8306,1978,GT,Oil,60,130000.0,2931.4,0.0
Moberly,MO,39.4244,-92.4837,1978,GT,Oil,60,118000.0,2895.7,0.0
Moreau,MO,38.555713,-92.102316,1978,GT,Oil,60,285000.0,6032.1,0.0
Louisa,IA,41.3181,-91.0931,1983,ST,Coal,811,3809266000.0,36681144.954,3847120.367
Warrick,IN,37.915,-87.3328,1960,ST,Coal,821,3030450000.0,34411549.696,3530619.923
Rock Lake CT,MN,45.805443,-92.97176,1978,GT,Oil,25,308000.0,4773.0,0.0
Rawhide,CO,40.860905,-105.021207,1984,GT,Gas,798,2440945000.0,22040485.68,2289703.384
Sikeston Power Station,MO,36.8791,-89.6209,1981,ST,Coal,261,2025682000.0,17971184.187,1884818.32
Hugo,OK,34.0158,-95.3206,1982,ST,Coal,1196,2701197000.0,30285332.478,3106301.522
West Station (NJ),NJ,39.4912,-75.0486,1972,GT,Oil,27,187000.0,2613.1,211.9
D B Wilson,KY,37.4497,-87.0806,1984,ST,Coal,509,2834505000.0,31709388.75,3253374.4
St Bonifacius,MN,44.905026,-93.820761,1978,GT,Oil,61,535000.0,8745.9,0.0
East 12th Street,KS,37.2367,-96.9625,1970,ST,Gas,27,1452000.0,18363.5,1083.8
Major Oak Power,TX,31.091925,-96.69503,1990,ST,Coal,948,2707335000.0,27894524.362,3036890.093
Gravel Neck,VA,37.1575,-76.6911,1970,GT,Gas,403,63033000.0,797138.3,50102.6
McIntosh (AL),AL,31.2546,-88.0299,1991,GT,Gas,676,168587000.0,1622994.754,96460.042
Harry Allen,NV,36.430554,-114.902405,1995,CT,Gas,743,3418721000.0,24153854.704,1435423.628
J K Spruce,TX,29.309722,-98.3203,1992,ST,Coal,1444,6314761000.0,63811717.352,6547080.862
Grinnell,IA,41.7529,-92.748889,1990,GT,Gas,46,0.0,0.0,0.0
Forked River,NJ,39.8154,-74.2098,1989,GT,Gas,76,8448000.0,105988.1,6257.0
Pleasant Hill,IA,41.5572,-93.5242,1990,GT,Gas,179,13437000.0,201569.582,6762.091
Wading River,NY,40.956932,-72.877411,1989,GT,Oil,237,9133000.0,114379.325,9278.6
Hay Road,DE,39.7436,-75.5072,1989,CT,Gas,1193,2473237000.0,29049256.785,1729536.119
Lime Creek,IA,43.2481,-93.205,1991,GT,Oil,90,1324000.0,19284.605000000003,1542.5
Woodsdale,OH,39.4492,-84.4611,1992,GT,Gas,570,23194000.0,422193.65,25847.301
Concord,WI,43.1669,-88.69,1993,GT,Gas,380,87947000.0,1185138.84,70538.221
South Fond Du Lac,WI,43.7353,-88.496667,1993,GT,Gas,380,19736000.0,325755.531,19365.526
Cope,SC,33.3644,-81.03,1996,ST,Coal,417,2538981000.0,21304533.581,2135273.363
Darbytown,VA,37.498223,-77.368544,1990,GT,Gas,368,112298000.0,1394328.2,87233.2
Clover,VA,36.869,-78.704,1995,ST,Coal,848,3548933000.0,36186347.339,3712719.998
Angus Anson,SD,43.60347,-96.6356,1994,GT,Gas,404,78602000.0,883642.806,52576.901000000005
Cane Island,FL,28.2764,-81.533,1994,CT,Gas,734,3621144000.0,25414051.437,1510401.401
Polk,FL,27.7286,-81.9897,1996,CA,Gas,3346,8065191000.0,57257535.525,4125082.65
Woodland,CA,37.652602,-121.020397,1993,CT,Gas,195,354584000.0,2969227.312,176467.90399999998
Paris (WI),WI,42.6658,-88.0131,1995,GT,Gas,380,113265000.0,1534767.906,91217.565
Lincoln Combustion,NC,35.4317,-81.0347,1995,GT,Gas,1744,27164000.0,336475.294,20148.492
Sherman Avenue,NJ,39.451,-75.0578,1991,GT,Gas,112,32776000.0,398212.889,23689.276
State Line Combined Cycle,MO,37.0659,-94.614,1995,CT,Gas,690,2598967000.0,18410097.083,1094151.781
Hines Energy Complex,FL,27.788215,-81.869983,1999,CT,Gas,3293,8632160000.0,92498853.509,5497124.645
Redding Power,CA,40.507292,-122.423281,1989,CT,Gas,180,192381000.0,1615758.035,96022.189
Richard M Flynn,NY,40.8158,-73.064,1994,CT,Gas,164,642766000.0,7939322.224,474397.267
Almond Power Plant,CA,37.5744,-120.985,1996,GT,Gas,223,197285000.0,1895566.696,112646.766
Van Sant Station,DE,39.145036,-75.548172,1991,GT,Gas,45,4029000.0,46841.807,2784.441
San Jacinto Steam Electric Station,TX,29.694838,-95.040622,1995,GT,Gas,176,938832000.0,12861068.544,764388.871
Richmond,IN,39.839572,-84.965682,1992,GT,Gas,82,8739000.0,105163.7,6249.45
Anderson,IN,40.0529,-85.7389,1992,GT,Gas,167,10154000.0,117919.425,7015.7
George Neal South,IA,42.3006,-96.3617,1979,ST,Coal,695,2680034000.0,24495403.35,2569080.05
University of Florida,FL,29.640278,-82.348611,1994,GT,Gas,54,0.0,3190922.227,189626.702
Robins,GA,32.5792,-83.5822,1995,GT,Gas,182,25051000.0,284068.9,16934.1
Coyote Springs,OR,45.847998,-119.67392,1995,CT,Gas,265,2921001000.0,20008389.97,1189069.467
Midulla Generating Station,FL,27.641667,-81.9625,2002,CT,Gas,1452,2291572000.0,25499023.053,1515390.936
Interstate,IL,39.8233,-89.5891,1997,GT,Gas,138,18127000.0,198352.792,11787.495
Combustion Turbine Project No 2,CA,38.088138,-121.386944,1996,GT,Gas,50,12584000.0,95385.8,5668.488
Rathdrum,ID,47.80427,-116.867312,1994,GT,Gas,166,76773000.0,733420.402,43585.693
Neil Simpson II,WY,44.2856,-105.3833,1995,ST,Coal,130,616203000.0,7377768.459,767967.429
McPherson 3,KS,38.38932,-97.61108,1998,GT,Gas,115,3513000.0,39307.213,2352.871
Carson Ice-Gen Project,CA,38.445681,-121.462387,1995,CT,Gas,125,304979000.0,2728952.368,162695.763
SCA Cogen 2,CA,38.530943,-121.400128,1997,CT,Gas,191,598262000.0,5388496.214,320228.004
SPA Cogen 3,CA,38.511,-121.4735,1997,CT,Gas,173,610058000.0,4509131.342,267969.43200000003
St Francis Energy Facility,MO,36.5852,-90.1779,1999,CS,Gas,506,422549000.0,3136282.095,186382.988
River Road Gen Plant,WA,45.6497,-122.7256,1997,CS,Gas,248,1285509000.0,9186168.542,545922.455
Anaheim GT,CA,33.853542,-117.856286,1991,GT,Gas,49,81513000.0,780381.211,46379.956
Washington County Cogeneration Facility,AL,31.2504,-88.0156,1999,CT,Gas,121,1419248000.0,9153012.35,543958.625
General Electric Plastic,AL,32.310226,-86.52542,1999,CT,Gas,96,837514000.0,5742032.05,341242.15
Tiger Bay,FL,27.746369,-81.849446,1997,CT,Gas,277,1133759000.0,12303288.822,731166.994
Fairless Hills,PA,40.1405,-74.7506,1996,ST,Biomass,60,0.0,3908166.127,0.0
H Allen Franklin Combined Cycle,AL,32.6078,-85.0975,2002,CT,Gas,2680,12787693000.0,85607050.3,5087501.575
Theodore Cogen Facility,AL,30.525445,-88.128477,2000,CT,Gas,317,1988901000.0,12928643.425,768330.2
Kapstone,SC,32.9,-79.9667,1999,ST,Biomass,99,0.0,4051109.792,0.0
Essex,MO,36.868206,-89.840173,1999,GT,Gas,229,84040000.0,941876.127,55974.918000000005
Nodaway,MO,40.2877,-94.7913,1999,GT,Gas,314,1161000.0,13647.659,811.1039999999999
Chouteau,OK,36.222058,-95.277064,2000,CT,Gas,1068,2818194000.0,20247568.431,1203291.554
Georgetown,IN,39.902556,-86.24405,2000,GT,Gas,340,155639000.0,1980609.217,117701.438
Tilton,IL,40.106125,-87.653818,1999,GT,Gas,188,101585000.0,989149.28,58782.325
Henry County,IN,39.9528,-85.5039,2001,GT,Gas,180,190755000.0,2491240.039,148050.073
MPC Generating,GA,33.8119,-83.6953,2000,GT,Gas,385,15708000.0,171672.789,10621.062
Sowega Power,GA,31.3869,-84.08,1999,GT,Gas,98,45793000.0,429792.151,25545.01
Hamilton Peaking,OH,39.3528,-84.5183,2000,GT,Gas,32,1944000.0,19767.1,1166.6
Bowling Green Peaking,OH,41.3884,-83.6402,2000,GT,Gas,32,2385000.0,17365.2,1022.4
Bonanza,UT,40.0864,-109.2844,1986,ST,Coal,609,3622038000.0,39883866.462,4092085.275
Sherwood H Smith Jr Energy Complex,NC,34.8392,-79.7406,2001,GT,Gas,2241,9091098000.0,79340886.892,4715678.806
Sewell Creek Energy,GA,33.9486,-85.2769,2000,GT,Gas,570,380545000.0,4082218.888,242600.912
Alsey,IL,39.569771,-90.43602,1999,GT,Gas,173,12790000.0,143046.02,6966.616
Fulton (AR),AR,33.6094,-93.7924,2001,GT,Gas,154,24700000.0,248497.134,14767.764
Rowan,NC,35.7314,-80.6019,2001,GT,Gas,1190,2840503000.0,30220357.366,1796537.135
Smarr Energy Center,GA,32.9842,-83.8464,1999,GT,Gas,242,151139000.0,1626587.886,96665.746
John S Rainey,SC,34.347734,-82.774478,2001,GT,Gas,1632,4524777000.0,49182980.933,2921703.07
Essential Power Rock Springs LLC,MD,39.71901,-76.15976,2003,GT,Gas,770,508488000.0,4989341.294,296509.331
Marsh Run Generation Facility,VA,38.5283,-77.7681,2004,GT,Gas,708,486064000.0,4869267.135,291453.418
Louisa Generation Facility,VA,38.1181,-78.2139,2003,GT,Gas,507,277021000.0,2881759.874,174325.343
Remington,VA,38.5442,-77.7714,2000,GT,Gas,704,526937000.0,5165107.937,309557.92500000005
Ladysmith,VA,38.0722,-77.5133,2001,GT,Gas,890,590064000.0,5716500.618,350774.851
Freedom Power Project,IL,39.103333,-88.85898,2000,GT,Gas,71,2399000.0,20615.351,1225.3249999999998
Pleasant Valley (MN),MN,43.799446,-92.682874,2001,GT,Gas,466,51990000.0,565278.356,33877.016
Minnesota River,MN,44.795231,-93.581013,2001,GT,Gas,49,507000.0,5411.235000000001,321.55
Lagoon Creek,TN,35.6578,-89.3964,2001,GT,Gas,1619,3521372000.0,24589240.375,1461661.967
Brandy Branch,FL,30.320556,-81.947222,2001,CT,Gas,783,2715312000.0,28274786.914,1680595.148
Holden,MO,38.7538,-93.9983,2002,GT,Gas,321,45230000.0,518491.122,30903.46
MEPI GT Facility,IL,37.2175,-88.8661,1974,GT,Gas,300,4565000.0,57855.058000000005,3438.466
Elk Mound,WI,44.902814,-91.568096,2001,GT,Gas,140,16183000.0,192394.0,11350.1
Glenwood Landing,NY,40.8275,-73.6478,1967,GT,Gas,122,110266000.0,1079465.3,64468.15
Encogen,WA,48.746,-122.486,1993,CT,Gas,175,139746000.0,1821932.614,108304.383
Robert P Mone Plant,OH,40.9297,-84.7392,2002,GT,Gas,594,109718000.0,1066841.8,63087.5
H L Culbreath Bayside Power Station,FL,27.9072,-82.4231,1965,CT,Gas,2785,3999812000.0,44916616.725,2669331.075
Terry Bundy Generating Station,NE,40.909653,-96.613086,2003,CT,Gas,212,122333000.0,1230968.985,73208.461
E B Harris Electric Generating Plant,AL,32.381352,-86.574366,2003,CC,Gas,2534,5444445000.0,36846984.95,2189770.425
Sand Hill,TX,30.2098,-97.6129,2001,GT,Gas,694,1458253000.0,11492450.692,682981.696
Pirkey,TX,32.4607,-94.4852,1985,ST,Coal,721,4584733000.0,45768277.733,4982792.272
McCartney,MO,37.248431,-93.170839,2002,GT,Gas,116,70754000.0,814379.579,48398.523
Vernon Boulevard,NY,40.7537,-73.9508,2001,GT,Gas,94,58560000.0,519190.945,30854.342
Joseph J Seymour Power Project,NY,40.6631,-74,2001,GT,Gas,94,100540000.0,975323.636,57960.208
Brentwood,NY,40.787062,-73.293412,2001,GT,Gas,47,55186000.0,495225.702,29430.288
Hell Gate,NY,40.799,-73.9094,2001,GT,Gas,94,34587000.0,312626.492,18577.41
Harlem River Yard,NY,40.7991,-73.9156,2001,GT,Gas,94,28420000.0,255800.846,15201.287
North 1st,NY,40.7171,-73.9664,2001,GT,Gas,47,43484000.0,415751.289,24708.674
Talbot County Energy,GA,32.5892,-84.6917,2002,GT,Gas,726,343518000.0,3796846.144,225651.367
Chattahoochee Energy Facility,GA,33.4072,-85.0386,2003,CT,Gas,539,3472576000.0,23930508.425,1422152.875
Lakefield Junction,MN,43.798439,-94.841451,2001,GT,Gas,536,75645000.0,955668.969,56803.583
Osawatomie,KS,38.532161,-94.902633,2003,GT,Gas,727,1002000.0,12227.089,726.588
West Gardner,KS,38.7875,-94.9861,2003,GT,Gas,364,12397000.0,138632.25400000002,8238.762999999999
Wansley Unit 9,GA,33.4083,-85.0403,2004,CT,Gas,592,1817331000.0,19062455.084,1132855.652
Solway CT,MN,47.544582,-95.129652,2003,GT,Gas,51,38869000.0,375052.237,22289.265
Lawrence County Station,IN,38.8003,-86.4511,2005,GT,Gas,402,43466000.0,435403.671,25875.911
Evander Andrews Power Complex,ID,43.179176,-115.734315,2001,GT,Gas,269,70056000.0,728209.7529999999,43275.653
Kemper County,MS,32.7976,-88.606,2002,GT,Gas,372,234439000.0,2717432.375,161576.831
Warren F Sam Beasley Generation Station,DE,39.279179,-75.623928,2002,GT,Gas,96,23418000.0,210096.355,13092.68
Peno Creek,MO,39.3531,-91.2295,2002,GT,Gas,240,58150000.0,614394.577,36512.071
Lordsburg Generating,NM,32.35051,-108.69799,2002,GT,Gas,88,12520000.0,107133.06,6367.462
Sumpter,MI,42.167,-83.5318,2002,GT,Gas,340,184748000.0,2267626.01,134757.967
Pyramid,NM,32.2363,-108.5494,2003,GT,Gas,184,36237000.0,348846.189,21109.632
Mill Creek (SC),SC,35.1597,-81.4306,2002,GT,Gas,792,53362000.0,631611.291,39804.076
Kalkaska CT #1,MI,44.6889,-85.2019,2002,GT,Gas,60,20898000.0,196325.64,11666.385
Greater Des Moines,IA,41.5563,-93.5283,2003,CT,Gas,575,235810000.0,2572937.377,152906.888
Lake One,CA,34.1772,-118.3147,2002,GT,Gas,60,16319000.0,157680.186,9371.211
Silver Creek,MS,31.6004,-89.9468,2003,GT,Gas,249,122004000.0,1432748.78,85145.821
Sylvarena,MS,31.982076,-89.412714,2003,GT,Gas,141,171284000.0,1573874.103,93534.874
West Campus Cogeneration Facility,WI,43.075071,-89.4251,2005,CT,Gas,169,298383000.0,2683245.064,159487.35199999998
Grays Harbor Energy Facility,WA,46.9692,-123.48,2008,CT,Gas,696,2933448000.0,20524110.752,1219726.561
Beatrice,NE,40.330184,-96.808153,2005,CT,Gas,245,287543000.0,2472227.976,146924.433
Newington,NH,43.1,-70.790833,1974,ST,Gas,414,47546000.0,663484.516,43648.028
Roseton Generating Facility,NY,41.573783,-73.966269,1974,ST,Gas,1242,336192000.0,3543990.919,231915.087
Holtsville,NY,40.817037,-73.066265,1974,GT,Oil,560,12898000.0,227152.5,18398.6
Mickleton Station,NJ,39.8119,-75.249031,1974,GT,Gas,71,7371000.0,183456.0,10903.2
Croydon CT Generating Station,PA,40.08,-74.8917,1974,GT,Oil,544,12721000.0,131664.5,0.0
Factory,IL,39.825934,-89.637282,1973,GT,Oil,26,246000.0,3875.3,0.0
Columbia (WI),WI,43.4864,-89.4203,1975,ST,Coal,1112,7012040000.0,73194892.357,7675853.098999999
Blue Lake,MN,44.7855,-93.4315,1974,GT,Gas,556,89758000.0,1008611.427,58768.919
Sycamore (IA),IA,41.6722,-93.6769,1974,GT,Gas,156,2128000.0,36694.24,0.0
Emery Station,IA,43.094,-93.292222,2004,CT,Gas,602,2060182000.0,14924122.382,886914.681
Clifton,KS,39.6125,-97.2778,1974,GT,Gas,87,3503000.0,74112.651,0.0
Belews Creek,NC,36.2811,-80.0603,1974,ST,Coal,2490,10244269000.0,90178765.25,9252336.495
Anclote,FL,28.184444,-82.788611,1974,ST,Gas,1112,3006471000.0,30846205.55,1833152.092
Intercession City,FL,28.262778,-81.548611,1974,GT,Gas,1190,316167000.0,3971605.208,239371.518
Pouch,NY,40.6182,-74.06849,2001,GT,Gas,47,50192000.0,483159.9900000001,28713.951
Gerald Andrus,MS,33.35,-91.1167,1975,ST,Gas,781,430462000.0,4839476.69,287708.884
Waterford 1 & 2,LA,29.998884,-90.47684,1975,ST,Gas,931,859322000.0,9495165.02,567991.575
Comanche (OK),OK,34.5431,-98.3244,1962,CT,Gas,294,76077000.0,1090190.14,64788.238
DeCordova Steam Electric Station,TX,32.403056,-97.700556,1975,ST,Gas,1155,15542000.0,160827.0,0.0
Jim Bridger,WY,41.7378,-108.7875,1974,ST,Coal,2441,12566940000.0,123605008.027,12963700.005
Santan,AZ,33.3325,-111.7503,1974,CT,Gas,1321,3459922000.0,24913449.101,1480572.887
Huntington,UT,39.3792,-111.0781,1974,ST,Coal,1037,5888832000.0,55270728.54,5670780.652
"Gavin Power, LLC",OH,38.9347,-82.1158,1974,ST,Coal,2600,17002695000.0,150712500.9,15462977.633
Ray D Nixon,CO,38.633451,-104.70577,1980,ST,Coal,281,1461684000.0,14595672.159,1529385.098
Coyote,ND,47.221447,-101.815722,1981,ST,Coal,450,2778914000.0,29849117.098,3249673.233
Springerville,AZ,34.3186,-109.1639,1985,ST,Coal,2176,9558155000.0,86820314.299,9101315.775
North Valmy,NV,40.881317,-117.151605,1981,ST,Coal,566,757833000.0,7449039.371,781253.691
Cheswick Power Plant,PA,40.5383,-79.7906,1970,ST,Coal,637,1441164000.0,14888459.408,1520494.716
Astoria Generating Station,NY,40.787674,-73.912561,1954,ST,Gas,1345,1699019000.0,9627321.327,575295.393
WestRock-West Point Mill,VA,37.5392,-76.8053,1954,ST,Biomass,101,0.0,1858368.625,0.0
"RED-Rochester, LLC",NY,43.1989,-77.6319,1937,ST,Coal,204,0.0,7724265.127,0.0
General Electric Aircraft Engines,MA,42.45,-70.9739,1948,ST,Gas,55,0.0,1077775.206,0.0
NRG Energy Center Dover,DE,39.149549,-75.547335,1985,CT,Gas,118,79996000.0,634140.8740000001,37855.293
Gilroy Power Plant,CA,37.0001,-121.5367,1987,CT,Gas,130,127333000.0,1028284.391,61105.074
Logan Generating Company LP,NJ,39.7928,-75.406667,1994,ST,Coal,242,0.0,7606091.632,778955.093
Taconite Harbor Energy Center,MN,47.5314,-90.9114,1957,ST,Coal,252,0.0,0.0,0.0
Pedricktown Cogeneration Company LP,NJ,39.7668,-75.4238,1992,CT,Gas,134,52616000.0,426771.457,25543.941
John B Rich Memorial Power Station,PA,40.7903,-76.1983,1988,ST,Coal,88,0.0,8149161.296,1006896.44
Colver Power Project,PA,40.55,-78.8,1995,ST,Coal,118,933044000.0,10256987.592,0.0
Grant Town Power Plant,WV,39.561831,-80.163138,1992,ST,Coal,95,0.0,9396845.034,964118.236
Fresno Cogen Partners,CA,36.617022,-120.099846,1990,CT,Gas,104,16682000.0,187337.39,11134.005
Carson Cogeneration,CA,33.8759,-118.2491,1989,CT,Gas,55,5306000.0,42566.518,2529.466
M Street Jet,MA,42.339387,-71.031407,1979,GT,Oil,69,3497000.0,30523.8,2473.8
Castleton Energy Center,NY,42.5375,-73.7433,1992,CT,Gas,72,164217000.0,1463237.713,87340.804
P H Glatfelter Co -Chillicothe Facility,OH,39.324611,-82.974039,1952,ST,Biomass,92,0.0,1667037.325,0.0
King City Power Plant,CA,36.225,-121.1278,1989,CT,Gas,132,10999000.0,97103.51,5770.389
Bayou Cogen Plant,TX,29.6225,-95.0458,1984,GT,Gas,535,2339917000.0,31632342.576,1825958.303
Bellingham Cogeneration Facility,MA,42.0925,-71.4833,1991,CT,Gas,384,573126000.0,6550390.106,389415.297
Sayreville Cogeneration Facility,NJ,40.439,-74.3444,1991,CT,Gas,429,883287000.0,7196816.800000001,427695.341
T B Simon Power Plant,MI,42.7178,-84.4836,1965,ST,Gas,98,0.0,2196609.856,0.0
Foster Wheeler Mt Carmel Cogen,PA,40.811189,-76.452951,1990,ST,Coal,47,317137000.0,4849439.92,570800.12
Greenleaf 2 Power Plant,CA,39.1365,-121.6397,1989,GT,Gas,49,42565000.0,419926.919,24947.164
Greenleaf 1 Power Plant,CA,39.052922,-121.696072,1989,CT,Gas,66,29786000.0,201193.605,11957.607
James River Genco LLC,VA,37.2939,-77.2697,1988,ST,Coal,114,0.0,4642774.456,476343.028
CPI USA NC Southport,NC,33.944384,-78.011824,1987,ST,Biomass,134,0.0,7665925.196,0.0
CPI USA NC Roxboro,NC,36.435,-78.9619,1987,ST,Biomass,67,0.0,4589022.999,0.0
Elizabethtown Power LLC,NC,34.647155,-78.64151,1985,ST,Coal,34,0.0,0.0,0.0
Lumberton,NC,34.59,-78.9968,1985,ST,Biomass,34,0.0,3107262.329,324119.038
Edgecombe Genco LLC,NC,36.037318,-77.753345,1990,ST,Coal,114,0.0,1609920.633,165175.44
Arcelormittal Cleveland Inc,OH,41.4739,-81.6728,1950,ST,Gas,68,0.0,2875060.945,0.0
Kingsburg Cogen,CA,36.5397,-119.5794,1990,CT,Gas,36,11646000.0,167739.266,9967.958
ReEnergy Black River,NY,44.03647,-75.77204,1989,ST,Biomass,55,0.0,5881479.964,626855.965
4 AC Station,IN,41.68,-87.426389,1963,ST,Coal,134,0.0,5779459.33,0.0
Craven County Wood Energy LP,NC,35.130193,-77.167883,1990,ST,Biomass,50,409246000.0,5417949.363,564925.999
Chambers Cogeneration LP,NJ,39.693494,-75.485811,1994,ST,Coal,285,0.0,10492817.25,1076557.675
Algonquin Windsor Locks,CT,41.9227,-72.6255,1990,CT,Gas,71,8001000.0,100890.142,6061.924
Ebensburg Power,PA,40.455,-78.7472,1990,ST,Coal,57,291538000.0,4131374.981,462433.112
CH Resources Beaver Falls,NY,43.8861,-75.4342,1995,CT,Gas,107,6583000.0,53821.349,3198.349
Carthage Energy LLC,NY,43.9842,-75.6225,1991,CT,Gas,62,5239000.0,45596.043,2709.884
CH Resources Syracuse,NY,43.0664,-76.2144,1994,CT,Gas,102,22362000.0,176702.28,10500.612
Hopewell Cogeneration,VA,37.291667,-77.281111,1990,CT,Gas,399,849237000.0,9733995.55,578514.632
Cambria Cogen,PA,40.474167,-78.7014,1991,ST,Coal,98,0.0,8778045.345,966280.1
Bear Mountain Limited,CA,35.419181,-118.926643,1995,GT,Gas,46,35096000.0,356209.625,21163.275
Badger Creek Limited,CA,35.483736,-119.029856,1991,GT,Gas,46,17055000.0,177514.65,10542.3
AES Shady Point LLC,OK,35.1931,-94.6458,1990,ST,Coal,350,0.0,22544722.182,0.0
AES Warrior Run Cogeneration Facility,MD,39.595171,-78.745333,1999,ST,Coal,229,1108625000.0,13582432.1,1393061.493
Brush Generation Facility,CO,40.2415,-103.631,1990,CA,Gas,294,21602000.0,258283.163,15349.014
Graphic Packaging,MI,42.306809,-85.578969,1959,ST,Gas,11,0.0,593564.7,0.0
Selkirk Cogen,NY,42.5744,-73.8592,1992,CT,Gas,445,250079000.0,2036225.892,121011.975
Masspower,MA,42.1575,-72.5225,1993,CT,Gas,260,450063000.0,5260664.0,312634.775
Clear Lake Cogeneration Ltd,TX,29.6255,-95.067,1985,CT,Gas,452,12009000.0,106032.104,6301.07
Morgantown Energy Facility,WV,39.6397,-79.960556,1991,ST,Coal,68,0.0,6795601.259,0.0
Midland Cogeneration Venture,MI,43.5861,-84.2242,1989,CT,Gas,1852,5360413000.0,59215598.45,0.0
Camden Plant Holding LLC,NJ,39.9175,-75.1192,1993,CT,Gas,156,43948000.0,401376.079,23853.015
Las Vegas Generating Station,NV,36.2319,-115.1222,1994,CT,Gas,354,288004000.0,3012173.593,179011.041
Hopewell Power Station,VA,37.297834,-77.282982,1992,ST,Biomass,71,0.0,4333199.686,473399.133
