,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions
149,Chanute 2,KS,37.6953,-95.4586,1965,Gas_SC,64,243288000.0,3269468.305,193589.122
1254,Bear Garden,VA,37.695556,-78.285278,2011,Gas_CC,559,4402099000.0,30382240.542,1805606.03
1160,Tracy Combined Cycle Power Plant,CA,37.7107,-121.4906,2003,Gas_CC,335,749035000.0,5840826.638,347113.039
1187,Ripon Generation Station,CA,37.7315,-121.116,2006,Gas_SC,120,18971000.0,192550.903,11442.331
142,Fort Dodge,KS,37.7328,-99.9497,1969,Gas_SC,149,3164000.0,34321.450000000004,2039.589
155,E W Brown,KY,37.78831,-84.71257,1957,Gas_SC,1748,1458548000.0,15795745.82,1516834.619
1277,Mariposa Energy Project,CA,37.789167,-121.601944,2012,Gas_SC,196,130768000.0,1143482.591,67953.93
145,Gordon Evans Energy Center,KS,37.7903,-97.521667,1961,Gas_SC,902,134118000.0,1473745.773,87637.59
160,Elmer Smith,KY,37.7942,-87.0608,1964,Coal,445,501812000.0,4914382.851,504216.512
811,Doswell Energy Center,VA,37.820805,-77.446246,1991,Gas_CC,1313,5804767000.0,52120200.275,3097620.62
1069,Tenaska Virginia Generating Station,VA,37.8667,-78.3813,2004,Gas_CC,1011,4572029000.0,32395611.093,1925324.45
7,J K Smith,KY,37.8833,-84.1017,1999,Gas_SC,1663,333852000.0,3852807.891,229094.517
491,A B Brown,IN,37.9053,-87.715,1979,Coal,706,2369786000.0,25549087.069,2609644.344
126,F B Culley,IN,37.9111,-87.3275,1955,Coal,414,1020047000.0,12318607.888,1258642.022
535,Warrick,IN,37.915,-87.3328,1960,Coal,821,5239879000.0,57585408.857,5908255.332
498,Rockport,IN,37.9256,-87.0372,1984,Coal,2600,4358302000.0,41905763.266,4383521.255
12,Holcomb,KS,37.9308,-100.9725,1983,Coal,348,1590954000.0,15249576.28,1599375.823
153,Garden City,KS,37.9703,-100.8956,1962,Gas_SC,266,11882000.0,166228.21899999998,1949.35
1045,Commonwealth Chesapeake,VA,37.9892,-75.54,2000,Oil,399,28485000.0,255824.009,20757.889
1165,Riverview Energy Center,CA,38.014423,-121.790679,2003,Gas_SC,47,25786000.0,253745.559,15079.223
1027,Delta Energy Center,CA,38.0169,-121.8439,2002,Gas_CC,943,4004527000.0,27467300.377,1632335.473
1274,Marsh Landing Generating Station,CA,38.016944,-121.765,2013,Gas_SC,828,298123000.0,3034397.617,180329.804
1228,Gateway Generating Station,CA,38.0175,-121.7587,2009,Gas_CC,619,2921497000.0,21186064.809,1259066.458
966,Los Medanos Energy Center,CA,38.030071,-121.873004,2001,Gas_CC,676,3259668000.0,23003662.166,1367075.449
158,Mill Creek (KY),KY,38.0525,-85.9103,1972,Coal,1715,7340568000.0,68286753.78299999,6995650.739
619,Ladysmith,VA,38.0722,-77.5133,2001,Gas_SC,890,1184227000.0,11435831.524,682849.364
1288,Lodi Energy Center,CA,38.088056,-121.3875,2012,Gas_CC,288,484453000.0,5065499.259,301036.417
581,Combustion Turbine Project No 2,CA,38.088138,-121.386944,1996,Gas_SC,50,36125000.0,277134.767,16469.095
957,Pinckneyville,IL,38.1114,-89.3467,2000,Gas_SC,380,83681000.0,771991.5160000001,45879.129
617,Louisa Generation Facility,VA,38.1181,-78.2139,2003,Gas_SC,507,378549000.0,4005133.685,238054.684
866,Gordonsville Energy LP,VA,38.124688,-78.203543,1994,Gas_CC,300,1189547000.0,9992829.717,594369.426
495,Rush Island,MO,38.131248,-90.263157,1976,Coal,1242,7865413000.0,71684445.991,7518268.246
154,Big Sandy,KY,38.1707,-82.6176,1963,Coal,1096,948161000.0,9072868.604,539187.029
157,Cane Run,KY,38.1831,-85.8892,1962,Gas_CC,1467,4676622000.0,31617572.044,1878987.956
953,Riverside Generating LLC,KY,38.191661,-82.604586,2001,Gas_SC,1150,503762000.0,5501978.278,326974.243
111,Baldwin Energy Complex,IL,38.205,-89.8544,1970,Coal,1893,4473276000.0,42583477.514,4466151.61
49,Comanche (CO),CO,38.2081,-104.5747,1973,Coal,1634,4648786000.0,47269634.09,4883250.386
1113,Lambie Energy Center,CA,38.221577,-121.868333,2003,Gas_SC,47,16746000.0,165186.62099999998,9816.498
159,Paddys Run,KY,38.223592,-85.841704,1968,Gas_SC,226,37974000.0,373420.159,22061.642
1114,Goose Haven Energy Center,CA,38.226752,-121.843271,2003,Gas_SC,47,19155000.0,193102.843,11475.355
1157,Wolfskill Energy Center,CA,38.228522,-122.07525,2003,Gas_SC,47,11079000.0,107239.006,6372.963
1112,Creed Energy Center,CA,38.242158,-121.854722,2003,Gas_SC,47,19578000.0,195652.372,11625.815
125,R Gallagher,IN,38.2636,-85.8381,1958,Coal,600,66725000.0,663392.384,68064.195
837,Birchwood Power,VA,38.2667,-77.3147,1996,Coal,258,99801000.0,1058633.744,108615.784
1158,Prairie State Generating Station,IL,38.279167,-89.666944,2012,Coal,1766,12152389000.0,126592426.127,12988380.74
1263,Pueblo Airport Generating Station,CO,38.320833,-104.52639,2012,Gas_SC,540,994835000.0,10597713.178,629757.708
1168,Cosumnes,CA,38.338475,-121.123978,2006,Gas_CC,556,3800495000.0,26305883.09,1558188.656
1007,Big Sandy Peaker Plant,WV,38.3441,-82.5938,2001,Gas_SC,348,269174000.0,2687489.8,158624.9
146,La Cygne,KS,38.3481,-94.6456,1973,Coal,1598,6650553000.0,65925746.963,6912975.648
185,Morgantown Generating Plant,MD,38.3592,-76.9767,1970,Coal,1548,1259835000.0,12531503.731,1284643.79
1002,Ceredo Generating Station,WV,38.3681,-82.5339,2001,Gas_SC,516,111355000.0,1353242.5,79837.0
489,Gibson,IN,38.372222,-87.765833,1975,Coal,3335,12883913000.0,121401225.622,12455766.038
1309,Cove Point LNG Terminal,MD,38.385456,-76.409796,1978,Gas_SC,224,1458257000.0,18978570.575,1012755.91
584,McPherson 3,KS,38.38932,-97.61108,1998,Gas_SC,115,10699000.0,124964.692,7571.567
934,Bluegrass Generating Station,KY,38.3902,-85.4133,2002,Gas_SC,624,86992000.0,941294.503,59083.715
1088,CalPeak Power Vaca Dixon Peaker Plant,CA,38.398867,-121.923973,2002,Gas_SC,60,22654000.0,184207.621,10726.271
233,Meramec,MO,38.4017,-90.3358,1953,Coal,1040,135052000.0,1549132.857,146223.355
143,Great Bend - Sunflower,KS,38.41,-98.8689,1963,Gas_SC,81,1520000.0,17623.414,1047.064
585,Carson Ice-Gen Project,CA,38.445681,-121.462387,1995,Gas_CC,125,243467000.0,2155557.809,128351.739
1231,Emporia Energy Center,KS,38.445883,-96.065247,2008,Gas_SC,729,434267000.0,4931796.397,293090.158
420,John E Amos,WV,38.4731,-81.8233,1971,Coal,2932,11396439000.0,109028027.615,11181736.999
182,Vienna Operations,MD,38.4878,-75.8208,1968,Oil,180,1521000.0,24066.25,1953.048
587,SPA Cogen 3,CA,38.511,-121.4735,1997,Gas_CC,173,627056000.0,4571568.546,271681.184
119,AES Petersburg,IN,38.5281,-87.2525,1967,Coal,2150,6925548000.0,70137795.295,7196134.229
616,Marsh Run Generation Facility,VA,38.5283,-77.7681,2004,Gas_SC,708,596322000.0,5981067.2530000005,355516.912
586,SCA Cogen 2,CA,38.530943,-121.400128,1997,Gas_CC,191,669426000.0,5791207.806,344162.804
646,Osawatomie,KS,38.532161,-94.902633,2003,Gas_SC,739,22710000.0,233907.614,13900.224
417,Possum Point,VA,38.5367,-77.2806,1948,Oil,2081,3862181000.0,26901544.118,1604137.311
618,Remington,VA,38.5442,-77.7714,2000,Gas_SC,704,720233000.0,7055949.974,419713.811
183,Chalk Point LLC,MD,38.5444,-76.6861,1964,Gas_SC,2553,484178000.0,5546031.768,439272.376
1073,Fountain Valley Power Facility,CO,38.5569,-104.6875,2001,Gas_SC,228,162596000.0,1789184.101,106332.457
232,Labadie,MO,38.562244,-90.837686,1970,Coal,2388,17359426000.0,163826168.915,17182089.668
1256,CPV St Charles Energy Center,MD,38.5686,-76.8919,2017,Gas_CC,774,3236777000.0,26727342.417,1588380.536
1139,Hanging Rock Energy Facility,OH,38.5731,-82.7833,2003,Gas_CC,1426,10207392000.0,70461678.136,4187432.042
472,Trimble County,KY,38.5847,-85.4117,1990,Coal,2594,9717610000.0,84222695.172,8478734.484
70,Indian River Generating Station,DE,38.5857,-75.2341,1957,Coal,801,158029000.0,1606279.735,163735.061
1006,Front Range Power Plant,CO,38.6281,-104.7069,2003,Gas_CC,552,2911304000.0,22508026.153,1337615.621
690,Ray D Nixon,CO,38.633451,-104.70577,1980,Coal,281,1384958000.0,12034998.047,1258624.29
112,Venice,IL,38.6642,-90.1764,1942,Gas_SC,1097,66407000.0,656068.896,38989.655
865,Brandywine Power Facility,MD,38.6681,-76.8678,1996,Gas_CC,287,621627000.0,4892636.1850000005,290958.975
972,Wheatland Generating Facility,IN,38.6716,-87.2931,2000,Gas_SC,500,162262000.0,2031851.63,120754.458
1190,South Harper,MO,38.6803,-94.4824,2005,Gas_SC,351,59734000.0,733745.181,43605.663
1323,Keys Energy Center,MD,38.695519,-76.827785,2018,Gas_CC,829,5014709000.0,36145023.56,2148051.95
1064,Raccoon Creek Energy Center,IL,38.6996,-88.5392,2002,Gas_SC,456,5698000.0,66869.28,3973.982
461,H L Spurlock,KY,38.7,-83.8181,1977,Coal,1607,8104889000.0,73851755.807,7577184.401000001
115,Clifty Creek,IN,38.7378,-85.4206,1955,Coal,1302,4881738000.0,48939578.429,5021194.772
156,Ghent,KY,38.7497,-85.035,1974,Coal,2224,10911256000.0,102797458.607,10547018.842
625,Holden,MO,38.7538,-93.9983,2002,Gas_SC,321,240843000.0,2771409.671,164764.537
958,Kinmundy,IL,38.7619,-89.0128,2001,Gas_SC,270,18249000.0,208157.654,12370.72
647,West Gardner,KS,38.7875,-94.9861,2003,Gas_SC,408,87409000.0,1010724.897,60066.28
1210,Roseville Energy Park,CA,38.7928,-121.3811,2007,Gas_CC,165,318747000.0,2431617.684,144510.74
943,Dogwood Energy Facility,MO,38.7931,-94.3006,2001,Gas_CC,630,2210150000.0,16091225.231,956276.316
650,Lawrence County Station,IN,38.8003,-86.4511,2005,Gas_SC,402,58860000.0,589337.3130000001,35021.061
123,Edwardsport,IN,38.8067,-87.2472,1944,Coal,947,2897761000.0,23563498.544,2994571.452
51,Martin Drake,CO,38.824444,-104.833333,1962,Gas_SC,257,449750000.0,5251736.758,504985.454
456,W H Zimmer,OH,38.8675,-84.2289,1991,Coal,1425,6078823000.0,54657422.842,5591345.667
455,East Bend,KY,38.9036,-84.8514,1981,Coal,772,2492997000.0,26608833.796,2730062.755
327,Kyger Creek,OH,38.9144,-82.1289,1955,Coal,1085,5271043000.0,51540009.535,5287990.864
234,Sioux,MO,38.915479,-90.290247,1967,Coal,1098,3014662000.0,30181257.813,3165411.165
689,"Gavin Power, LLC",OH,38.9347,-82.1158,1974,Coal,2600,14344976000.0,146937430.286,15074332.081
454,Newton,IL,38.9361,-88.2781,1977,Coal,1234,2860079000.0,28793934.068,3019906.626
1163,Warren County,VA,38.971667,-78.177222,2014,Gas_CC,1470,9347369000.0,63064073.155,3747810.748
520,Mountaineer,WV,38.9794,-81.9344,1980,Coal,1300,5764921000.0,53620440.307,5491899.428
148,Lawrence Energy Center,KS,39.0072,-95.269167,1952,Coal,604,2137047000.0,21159756.632,2181852.158
1071,Columbia Energy Center,MO,39.0192,-92.2629,2001,Gas_SC,160,16807000.0,172594.04799999998,10257.376
911,Sutter Energy Center,CA,39.053139,-121.695873,2001,Gas_CC,636,1007005000.0,6778720.007,402847.231
1308,Stonewall,VA,39.058056,-77.545,2017,Gas_CC,812,5067700000.0,33868405.689,2012750.541
510,Merom,IN,39.0694,-87.5108,1982,Coal,1080,2808884000.0,29308006.55,3007001.638
929,Worthington Generation LLC,IN,39.0708,-87.0128,2000,Gas_SC,240,95129000.0,936982.016,55684.343
1054,Rolling Hills Generating,OH,39.0839,-82.3328,2003,Gas_SC,975,283169000.0,3002013.44,178402.29
1090,"Lawrenceburg Power, LLC",IN,39.0911,-84.8669,2004,Gas_CC,1232,8780279000.0,62865153.946,3735983.92
238,Blue Valley,MO,39.0919,-94.3261,1958,Gas_SC,176,2019000.0,22981.032,1365.626
620,Freedom Power Project,IL,39.103333,-88.85898,2000,Gas_SC,71,1064000.0,9231.402,548.616
1155,Feather River Energy Center,CA,39.109344,-121.60931,2003,Gas_SC,47,34524000.0,339638.412,20184.611
318,Miami Fort,OH,39.1128,-84.8036,1949,Coal,1441,7310885000.0,68113794.29,6988482.331
255,Fort Churchill,NV,39.1281,-119.1322,1968,Gas_SC,230,660444000.0,7254595.796,431131.175
227,Hawthorn,MO,39.1306,-94.4778,1969,Coal,1045,2381292000.0,22713664.04,2263843.506
718,Greenleaf 2 Power Plant,CA,39.1365,-121.6397,1989,Gas_SC,49,63901000.0,647270.177,38468.761
571,Van Sant Station,DE,39.145036,-75.548172,1991,Gas_SC,45,7595000.0,99860.114,6053.573
699,Energy Center Dover,DE,39.149549,-75.547335,1985,Gas_CC,118,94464000.0,844882.022,50212.926
469,Nearman Creek,KS,39.1681,-94.6975,1981,Coal,671,1208375000.0,13611277.482,1423278.426
497,Hunter,UT,39.1747,-111.0289,1978,Coal,1577,8738927000.0,84948794.276,8715742.669
72,McKee Run,DE,39.176222,-75.546628,1962,Gas_SC,149,5135000.0,63914.228,3798.229
179,Herbert A Wagner,MD,39.1781,-76.5268,1956,Coal,1057,106152000.0,1341439.419,123320.104
73,Brandon Shores,MD,39.18,-76.5389,1984,Coal,1370,1148597000.0,12187110.157,1250397.931
1275,Garrison Energy Center LLC,DE,39.187195,-75.499396,2015,Gas_CC,361,1620585000.0,11074302.338,658512.961
424,Mt Storm,WV,39.2008,-79.2636,1965,Coal,1680,5067481000.0,50102368.115,5140495.682
1092,Limon Generating Station,CO,39.2038,-103.7005,2002,Gas_SC,154,71243000.0,874973.2860000001,52077.904
184,Dickerson,MD,39.2097,-77.4644,1959,Coal,933,282632000.0,2854660.235,267877.677
1028,Holland Energy Facility,IL,39.223144,-88.758406,2002,Gas_CC,701,2396014000.0,16862714.759999998,1002133.715
181,Westport,MD,39.26604,-76.629537,1969,Gas_SC,121,3882000.0,53688.115,3190.805
653,Warren F Sam Beasley Generation Station,DE,39.279179,-75.623928,2002,Gas_SC,96,35491000.0,320562.205,19223.133
983,Energy Shelby County,IL,39.2794,-88.4772,2000,Gas_SC,480,331805000.0,3069795.5,181122.5
471,Jeffrey Energy Center,KS,39.286453,-96.117231,1978,Coal,2160,7742614000.0,77712558.28,8145164.31
981,Audrain Generating Station,MO,39.3092,-91.5369,2001,Gas_SC,808,23706000.0,275232.128,16357.398
1035,Pleasants Energy LLC,WV,39.3325,-81.3642,2002,Gas_SC,344,1712479000.0,17086432.614,1015467.083
605,Hamilton Peaking,OH,39.3528,-84.5183,2000,Gas_SC,32,2999000.0,35517.399999999994,2094.3
654,Peno Creek,MO,39.3531,-91.2295,2002,Gas_SC,240,24021000.0,262795.681,15618.433
1233,Colusa Generating Station,CA,39.3661,-122.27,2010,Gas_CC,711,3108859000.0,21854886.58,1298805.335
451,Pleasants Power Station,WV,39.366667,-81.294444,1979,Coal,1368,5439737000.0,51133697.24,5246313.091
449,Cumberland (NJ),NJ,39.3757,-74.9654,1990,Gas_SC,230,77632000.0,621558.308,37631.501
688,Huntington,UT,39.3792,-111.0781,1974,Coal,1037,4963083000.0,47834902.969,4907864.5600000005
422,FirstEnergy Harrison Power Station,WV,39.384167,-80.3325,1972,Coal,2052,11779753000.0,104654602.334,10737557.678
1039,Sugar Creek Power,IN,39.3931,-87.5108,2002,Gas_CC,1127,3416457000.0,23716141.326,1409419.3
1295,Clayville,NJ,39.424444,-75.02,2015,Gas_SC,73,59621000.0,524669.779,31180.227
180,Perryman,MD,39.442836,-76.221761,1972,Gas_SC,545,219390000.0,2265402.118,140663.258
470,Iatan,MO,39.4472,-94.98,1980,Coal,1725,7571663000.0,65703095.582,6890941.699
553,Woodsdale,OH,39.4492,-84.4611,1992,Gas_SC,570,66206000.0,1009049.666,60088.703
565,Sherman Avenue,NJ,39.451,-75.0578,1991,Gas_SC,112,18248000.0,216920.721,12892.044
909,Madison,OH,39.4522,-84.4647,2000,Gas_SC,688,336247000.0,4064198.31,241521.752
261,Carlls Corner,NJ,39.4547,-75.2014,1973,Gas_SC,82,8936000.0,235613.9,14599.0
1313,Middletown Energy Center,OH,39.465,-84.347778,2018,Gas_CC,543,3469907000.0,23119567.033,1373967.573
117,Eagle Valley (IN),IN,39.48517,-86.4183,1949,Gas_CC,1039,5210498000.0,33248107.499,1975885.608
271,Howard Down,NJ,39.4889,-75.0347,1942,Oil,137,73522000.0,646348.793,38415.63
539,West Station (NJ),NJ,39.4912,-75.0486,1972,Oil,27,184000.0,2204.1,178.50000000000003
526,Intermountain Power Project,UT,39.509731,-112.58018,1986,Coal,1640,7314550000.0,67177712.5,6892435.775
1284,Wabash Valley Power IGCC,IN,39.53,-87.4247,1953,Gas_SC,304,125207000.0,1235512.162,73425.318
1091,"Waterford Power, LLC",OH,39.5333,-81.7178,2003,Gas_CC,921,6800228000.0,46402092.654,2757610.524
241,Thomas Hill,MO,39.5522,-92.6381,1966,Coal,1181,7266410000.0,70350121.873,7377929.471
256,Tracy,NV,39.5625,-119.525,1961,Gas_CC,1179,4752087000.0,37371457.612,2220932.507
610,Alsey,IL,39.569771,-90.43602,1999,Gas_SC,173,20819000.0,248594.199,6981.494000000001
1052,Washington Energy Facility,OH,39.58,-81.6564,2002,Gas_CC,713,5115020000.0,36337256.795,2159466.981
105,Kincaid Generation LLC,IL,39.590556,-89.496389,1967,Coal,1318,1624422000.0,16187689.842,1697765.107
736,AES Warrior Run Cogeneration Facility,MD,39.595171,-78.745333,1999,Coal,229,949524000.0,11908738.447,1221680.864
955,Arapahoe Combustion Turbine Project,CO,39.6692,-105.0018,2000,Gas_CC,193,229686000.0,1925000.458,114398.792
1247,Longview Power Plant,WV,39.707893,-79.958974,2011,Coal,807,5487405000.0,46366753.596,4757227.216
421,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,1967,Coal,1152,5568901000.0,50443729.948,5175523.081
116,Harding Street,IN,39.711319,-86.196867,1941,Gas_SC,1176,1737404000.0,17931821.542,1065762.083
990,"Darby Power, LLC",OH,39.7139,-83.1778,2001,Gas_SC,564,413160000.0,4756106.0,281152.9
615,Essential Power Rock Springs LLC,MD,39.71901,-76.15976,2003,Gas_SC,770,279787000.0,2802116.533,166526.445
1311,Wildcat Point Generation Facility,MD,39.719364,-76.161625,2018,Gas_CC,1113,3110725000.0,20770286.164,1234346.086
231,Lake Road (MO),MO,39.7246,-94.8773,1950,Gas_SC,277,8760000.0,239378.293,3032.157
322,Tait Electric Generating Station,OH,39.727249,-84.211084,1967,Gas_SC,677,267502000.0,3301464.8,194781.3
67,Christiana,DE,39.7302,-75.5371,1973,Oil,52,69000.0,1675.0,135.60000000000002
1103,York Energy Center,PA,39.7375,-76.306666,2011,Gas_CC,1567,8874289000.0,64747458.556,3847909.297
69,Edge Moor,DE,39.73886,-75.50384,1954,Gas_SC,709,192386000.0,2080091.785,123945.743
551,Hay Road,DE,39.7436,-75.5072,1989,Gas_CC,1193,1209513000.0,14348604.639,852744.125
1043,Gans,PA,39.7475,-79.838888,2000,Gas_SC,86,207691000.0,2013410.143,119653.753
1117,Blue Spruce Energy Center,CO,39.747875,-104.681404,2003,Gas_SC,396,521191000.0,6192582.07,368052.31
113,Dallman,IL,39.754803,-89.602389,1968,Coal,617,916183000.0,9252006.177,946787.427
703,Pedricktown Cogeneration Company LP,NJ,39.7668,-75.4238,1992,Gas_CC,140,66386000.0,538471.775,32001.772
128,Whitewater Valley,IN,39.8028,-84.8953,1955,Coal,93,40843000.0,461185.104,47316.611
1146,Marcus Hook Energy LP,PA,39.807038,-75.421606,2004,Gas_CC,835,5430032000.0,36703298.058,2181224.926
48,Cherokee,CO,39.807275,-104.964548,1957,Gas_CC,1425,4021840000.0,31338454.353,1862330.822
548,Forked River,NJ,39.8154,-74.2098,1989,Gas_SC,76,6617000.0,77111.5,4549.9
1184,Currant Creek,UT,39.82144,-111.89345,2005,Gas_CC,649,2396139000.0,17429375.001000002,1035804.198
580,Interstate,IL,39.8233,-89.5891,1997,Gas_SC,138,28619000.0,357420.039,21265.749
423,Mitchell (WV),WV,39.8297,-80.8153,1971,Coal,1632,3956208000.0,39052565.323,4000630.396
573,Richmond,IN,39.839572,-84.965682,1992,Gas_SC,82,6162000.0,71253.057,4455.224
1261,West Deptford Energy Station,NJ,39.8414,-75.2214,2014,Gas_CC,754,2293408000.0,16421356.093,975894.662
355,Eddystone Generating Station,PA,39.858,-75.323,1960,Gas_SC,1566,13291000.0,180277.223,11166.199
1099,Fayette Energy Facility,PA,39.8592,-79.9182,2003,Gas_CC,643,5089241000.0,35518017.135,2110784.554
978,Liberty Electric Power Plant,PA,39.8614,-75.3358,2002,Gas_CC,614,2411821000.0,27416463.35,1629330.79
1119,Chambersburg,PA,39.866944,-77.685833,2001,Gas_SC,86,244839000.0,2372710.203,141002.856
1170,Hunterstown Power Plant,PA,39.8725,-77.1672,2003,Gas_CC,898,4282993000.0,46596373.326,2769155.771
783,Eagle Point Power Generation,NJ,39.8746,-75.1592,1990,Gas_CC,251,551910000.0,4437364.26,263724.553
600,Georgetown,IN,39.902556,-86.24405,2000,Gas_SC,340,244902000.0,2882872.681,171322.486
743,Camden Plant Holdings LLC,NJ,39.9175,-75.1192,1993,Gas_CC,172,119443000.0,1073546.751,63797.797
910,Vermillion Energy Facility,IN,39.922328,-87.446358,2000,Gas_SC,688,179339000.0,2135816.564,126927.216
122,Cayuga,IN,39.9242,-87.4244,1970,Coal,1182,4762761000.0,44187386.433,4526193.386
1093,Frank Knutson,CO,39.941129,-104.682015,2002,Gas_SC,154,73771000.0,912492.099,54291.524
860,Grays Ferry Cogeneration,PA,39.942219,-75.188069,1997,Gas_SC,192,865346000.0,12846683.748,638441.926
602,Henry County,IN,39.9528,-85.5039,2001,Gas_SC,180,291662000.0,2922303.334,173667.662
960,Valmont Combustion Turbine Project,CO,40.0205,-105.2009,2000,Gas_SC,142,11525000.0,112696.771,6697.747
574,Anderson,IN,40.0529,-85.7389,1992,Gas_SC,167,9927000.0,126798.711,7556.836
854,NAEA Lakewood LLC,NJ,40.0613,-74.1686,1994,Gas_CC,235,165175000.0,1943860.847,115518.244
1193,Nebo Power Station,UT,40.0614,-111.7294,2004,Gas_CC,140,487189000.0,3583163.259,212944.96
1162,NAEA Ocean Peaking Power LLC,NJ,40.0633,-74.1672,2003,Gas_SC,573,238257000.0,2391677.388,142135.22
975,Greenville Electric Generating Station,OH,40.075783,-84.615136,2000,Gas_SC,236,104257000.0,1006238.3,59385.0
265,PSEG Burlington Generating Station,NJ,40.076611,-74.879172,1967,Oil,806,18314000.0,138673.78699999998,8252.529
607,Bonanza,UT,40.0864,-109.2844,1986,Coal,609,3474383000.0,34851215.795,3575733.558
1152,Rocky Mountain Energy Center,CO,40.0908,-104.5953,2004,Gas_CC,684,3245431000.0,25871837.938,1537525.244
1219,Spindle Hill Energy Center,CO,40.092192,-104.887844,2007,Gas_SC,420,442192000.0,4690835.572,278890.855
1036,Dresden Energy Facility,OH,40.0928,-82.0276,2012,Gas_CC,676,4728086000.0,30093747.368,1788430.618
352,Brunner Island,PA,40.096111,-76.6962,1961,Gas_SC,1621,2060637000.0,19918795.885,1342783.238
124,Noblesville,IN,40.0969,-85.9714,1950,Gas_CC,283,1199041000.0,12602113.486,748959.963
788,JM Shafer Generating Station,CO,40.0986,-104.7736,1994,Gas_CC,394,789312000.0,6947369.705,412872.974
601,Tilton,IL,40.106125,-87.653818,1999,Gas_SC,188,123190000.0,1187466.184,70570.855
1087,Goose Creek Energy Center,IL,40.106931,-88.599867,2003,Gas_SC,684,21512000.0,242686.922,14422.425
1016,Fairless Energy Center,PA,40.1475,-74.7411,2004,Gas_CC,1334,8097926000.0,54310170.462,3227570.874
1331,Tenaska Westmoreland Generating Station,PA,40.175249,-79.696665,2018,Gas_CC,1134,6418323000.0,44070327.49,2619041.5360000003
321,Conesville,OH,40.1842,-81.8811,1957,Coal,2172,1177468000.0,11834871.111,1213470.392
917,Manchief Electric Generating Station,CO,40.217143,-103.68504,2000,Gas_SC,300,470307000.0,4941013.271,293636.626
513,Pawnee,CO,40.2217,-103.6803,1981,Coal,552,3337217000.0,36728409.412,3851491.118
737,Brush Generation Facility,CO,40.2415,-103.631,1990,Gas_CC,294,106917000.0,1205080.811,71619.13799999999
488,Fort St Vrain,CO,40.2461,-104.8742,1996,Gas_CC,1147,3805730000.0,30889043.449,1835692.174
316,Cardinal,OH,40.2522,-80.6486,1967,Coal,1880,9760784000.0,98432593.129,10088892.151
1339,Birdsboro Power,PA,40.268522,-75.799669,2019,Gas_CC,525,3710328000.0,24210441.502,1438793.184
598,Nodaway,MO,40.2877,-94.7913,1999,Gas_SC,314,8763000.0,109423.925,6503.964
666,Beatrice,NE,40.330184,-96.808153,2005,Gas_CC,245,732250000.0,6372835.377,378725.002
1201,Lake Side Power Plant,UT,40.331667,-111.754167,2007,Gas_CC,1385,5740027000.0,40185626.109,2388175.032
1029,Ironwood LLC,PA,40.3509,-76.3658,2001,Gas_CC,777,3300793000.0,35940023.9,2135860.525
345,Conemaugh,PA,40.3842,-79.0611,1970,Coal,1962,8186225000.0,76568322.164,7850456.132999999
1333,CPV Fairview Energy Center,PA,40.412,-78.855,2019,Gas_CC,1197,7395314000.0,46585752.289,2769719.794
950,Ontelaunee Energy Center,PA,40.4219,-75.9356,2002,Gas_CC,728,4025555000.0,28007205.096,1664428.814
715,Sayreville Cogeneration Facility,NJ,40.439,-74.3444,1991,Gas_CC,429,351723000.0,2920807.696,173577.20200000002
985,Red Oak Power LLC,NJ,40.448674,-74.348879,2002,Gas_CC,820,1871654000.0,20034977.415,1190652.614
728,Ebensburg Power,PA,40.455,-78.7472,1990,Coal,57,338299000.0,4743554.563,517889.946
794,Parlin Power Plant,NJ,40.460717,-74.327161,1991,Gas_CC,132,6855000.0,65399.015,3886.51
457,Craig (CO),CO,40.4627,-107.5912,1979,Coal,1426,7639894000.0,80418011.579,8434235.936
341,Brunot Island,PA,40.464851,-80.043761,1972,Gas_CC,414,96989000.0,1344596.326,79904.876
956,Gibson City Energy Center LLC,IL,40.4705,-88.3987,2000,Gas_SC,270,210182000.0,2484262.467,147633.886
262,Sayreville,NJ,40.476525,-74.352336,1955,Oil,462,1176000.0,21190.800000000003,1558.1
52,Hayden,CO,40.4856,-107.185,1965,Coal,465,2286358000.0,24115724.321,2474266.67
568,Redding Power,CA,40.507292,-122.423281,1989,Gas_CC,180,340140000.0,2737669.894,162700.347
346,Homer City Generating Station,PA,40.512825,-79.196107,1969,Coal,2012,3413527000.0,33998054.615,3488198.994
1283,Woodbridge Energy Center,NJ,40.515,-74.318889,2015,Gas_CC,771,4570264000.0,27287383.501,1621651.051
325,W H Sammis,OH,40.5317,-80.6319,1959,Coal,2464,5476431000.0,53871683.463,5650061.447
694,Cheswick Power Plant,PA,40.5383,-79.7906,1970,Coal,637,645388000.0,6543784.6620000005,665475.228
106,Powerton,IL,40.5408,-89.6786,1972,Coal,1784,1043563000.0,12096674.75,1286625.38
1135,Allegheny Energy Units 3 4 & 5,PA,40.545278,-79.768611,2003,Gas_CC,556,2953703000.0,27488148.366,1633579.8
951,Springdale 1 & 2,PA,40.546667,-79.768333,1999,Gas_SC,86,170621000.0,1629611.879,96846.165
705,Colver Green Energy,PA,40.55,-78.8,1995,Coal,118,558903000.0,6389007.942,238324.927
270,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,1948,Gas_CC,1174,3787163000.0,24978556.542,1485966.328
